                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.9541,                 1.2192,                 1.1863,                0.33919,                 0.2888,                0.27835,                 0.1135,                  2.061,                 2.0636,                 1.2496,               0.007129,               0.007129,               0.007129
                     31,                 1.9677,                 1.1761,                 1.1707,                0.69166,                0.31495,                0.29895,                0.13228,                 1.8966,                 1.8025,                 1.2266,                0.00703,                0.00703,                0.00703
                     32,                 1.9789,                 1.1849,                 1.1352,                0.68305,                0.30411,                0.27879,                0.12295,                 1.9689,                 1.8723,                  1.245,               0.006931,               0.006931,               0.006931
                     33,                 1.9609,                 1.1685,                 1.1589,                0.33226,                0.29422,                0.27545,                 0.1271,                 1.8908,                 1.9895,                 1.2166,               0.006832,               0.006832,               0.006832
                     34,                 1.9504,                 1.2001,                 1.1667,                0.72408,                0.28471,                0.28745,                0.12867,                  1.855,                 1.5898,                 1.1868,               0.006733,               0.006733,               0.006733
                     35,                 1.9429,                 1.1601,                 1.1461,                 0.7051,                0.30846,                0.29598,                0.12166,                 1.9874,                 1.6429,                   1.18,               0.006634,               0.006634,               0.006634
                     36,                 1.9774,                  1.153,                  1.138,                0.64998,                0.30937,                 0.2871,                0.12978,                 1.7599,                 1.7739,                  1.169,               0.006535,               0.006535,               0.006535
                     37,                 1.9286,                  1.134,                 1.1533,                0.69724,                0.31419,                0.30116,                0.12625,                 1.9011,                 1.6042,                 1.2397,               0.006436,               0.006436,               0.006436
                     38,                 1.9379,                 1.1604,                 1.1495,                0.70706,                0.29802,                0.29431,                0.12633,                 1.8772,                 1.5971,                 1.2196,               0.006337,               0.006337,               0.006337
                     39,                 1.9256,                 1.1402,                 1.1363,                0.68713,                0.32036,                0.30848,                 0.1429,                 1.7393,                 1.5493,                 1.1933,               0.006238,               0.006238,               0.006238
                     40,                 1.8788,                 1.1552,                 1.1624,                0.71061,                0.30169,                 0.3031,                0.13428,                 1.7676,                 1.4427,                 1.2061,               0.006139,               0.006139,               0.006139
                     41,                 1.9443,                 1.1209,                 1.1248,                0.75054,                 0.3036,                0.31736,                0.14232,                 1.8444,                 1.6029,                 1.2339,                0.00604,                0.00604,                0.00604
                     42,                 1.8795,                 1.1237,                 1.1398,                0.71372,                0.30003,                0.31074,                0.14272,                 1.7751,                 1.7199,                 1.2176,               0.005941,               0.005941,               0.005941
                     43,                  1.917,                 1.1255,                 1.1401,                0.76849,                 0.2916,                0.31671,                0.14273,                 1.8624,                  1.655,                 1.2483,               0.005842,               0.005842,               0.005842
                     44,                 1.8668,                 1.1031,                 1.1319,                0.73296,                0.31056,                 0.3224,                0.14625,                 1.8029,                 1.6018,                  1.228,               0.005743,               0.005743,               0.005743
                     45,                 1.9027,                 1.1094,                 1.1278,                0.71386,                0.29657,                0.30064,                0.12763,                 1.9248,                 1.8292,                 1.2503,               0.005644,               0.005644,               0.005644
                     46,                   1.87,                   1.11,                 1.1244,                0.72041,                0.30236,                0.30452,                0.13814,                 1.7317,                 1.5914,                 1.1998,               0.005545,               0.005545,               0.005545
                     47,                 1.8998,                  1.124,                 1.1219,                0.68639,                0.33106,                0.31638,                0.13812,                 1.8226,                  1.608,                 1.2148,               0.005446,               0.005446,               0.005446
                     48,                 1.8757,                 1.1148,                  1.138,                0.71106,                 0.3052,                0.30398,                0.13193,                 1.8422,                 1.7095,                 1.2205,               0.005347,               0.005347,               0.005347
                     49,                 1.8123,                   1.08,                 1.1179,                 0.7322,                0.31084,                0.31984,                 0.1466,                 1.8001,                 1.7463,                 1.2116,               0.005248,               0.005248,               0.005248
                     50,                 1.8558,                 1.1048,                 1.1347,                 0.7016,                0.32879,                0.32564,                0.15041,                 1.8102,                 1.5957,                 1.2008,               0.005149,               0.005149,               0.005149
                     51,                 1.8744,                 1.0901,                 1.1178,                0.73596,                0.32382,                0.32448,                0.14025,                 1.8196,                 1.5624,                 1.1766,                0.00505,                0.00505,                0.00505
                     52,                 1.8042,                 1.0841,                  1.116,                0.71934,                0.33316,                0.32801,                0.15336,                 1.8241,                 1.6122,                 1.1893,               0.004951,               0.004951,               0.004951
                     53,                 1.8807,                 1.0842,                 1.1185,                  0.726,                 0.3181,                0.32323,                 0.1488,                 1.7441,                 1.5042,                 1.1949,               0.004852,               0.004852,               0.004852
                     54,                 1.8523,                 1.0959,                 1.1134,                0.73114,                0.31797,                0.34347,                0.15275,                  1.782,                 1.5111,                 1.1895,               0.004753,               0.004753,               0.004753
                     55,                  1.842,                 1.0859,                 1.1169,                 0.7252,                0.33015,                0.33271,                0.15031,                 1.7355,                 1.5437,                 1.1994,               0.004654,               0.004654,               0.004654
                     56,                  1.821,                 1.0898,                 1.1207,                0.75385,                0.31771,                0.35092,                0.15731,                 1.7716,                 1.5072,                 1.1853,               0.004555,               0.004555,               0.004555
                     57,                 1.8635,                 1.0759,                 1.1136,                0.69211,                0.34982,                0.33753,                0.15529,                 1.7308,                 1.5437,                 1.1904,               0.004456,               0.004456,               0.004456
                     58,                 1.8209,                 1.0982,                 1.1262,                0.73021,                0.32665,                0.35023,                0.15289,                 1.7938,                 1.4959,                   1.19,               0.004357,               0.004357,               0.004357
                     59,                 1.7764,                 1.0643,                  1.116,                0.71208,                0.34844,                0.35793,                0.16531,                 1.7456,                 1.5386,                 1.1758,               0.004258,               0.004258,               0.004258
                     60,                 1.7719,                 1.0485,                  1.115,                 0.7297,                0.32254,                0.33807,                0.15621,                 1.8729,                 1.5766,                 1.2194,               0.004159,               0.004159,               0.004159
                     61,                 1.8525,                 1.0579,                 1.1014,                0.69295,                0.35215,                0.35437,                0.17043,                 1.7533,                 1.4847,                 1.1776,                0.00406,                0.00406,                0.00406
                     62,                 1.7986,                 1.0648,                 1.1061,                0.74646,                0.32867,                0.36831,                0.17526,                 1.7904,                   1.46,                 1.1773,               0.003961,               0.003961,               0.003961
                     63,                 1.7849,                 1.0558,                 1.1125,                0.71001,                0.33539,                0.35625,                0.16778,                 1.7708,                 1.4898,                 1.1776,               0.003862,               0.003862,               0.003862
                     64,                 1.8439,                  1.065,                 1.1038,                0.74186,                0.33703,                0.35819,                0.16799,                  1.816,                  1.402,                 1.1801,               0.003763,               0.003763,               0.003763
                     65,                 1.8108,                 1.0487,                 1.1003,                0.73064,                0.33379,                0.35583,                0.16188,                  1.751,                 1.4975,                 1.1761,               0.003664,               0.003664,               0.003664
                     66,                 1.7936,                 1.0621,                 1.1207,                0.44972,                 0.3497,                0.32903,                0.15358,                  1.719,                 1.4661,                 1.1854,               0.003565,               0.003565,               0.003565
                     67,                  1.805,                 1.0468,                 1.0974,                 0.5308,                0.38297,                0.36059,                0.16735,                 1.6978,                 1.4396,                 1.1803,               0.003466,               0.003466,               0.003466
                     68,                 1.8023,                 1.0459,                 1.1044,                0.53963,                0.37711,                0.36001,                0.16523,                 1.7743,                 1.5161,                 1.2069,               0.003367,               0.003367,               0.003367
                     69,                 1.8043,                 1.0325,                 1.0856,                0.56914,                0.35616,                 0.3443,                0.16339,                 1.7613,                 1.5115,                 1.2328,               0.003268,               0.003268,               0.003268
                     70,                 1.7661,                 1.0217,                  1.086,                0.57899,                0.37381,                0.35491,                0.16501,                  1.752,                 1.4234,                 1.2034,               0.003169,               0.003169,               0.003169
                     71,                 1.7729,                 1.0092,                 1.0853,                0.44621,                0.34801,                0.35646,                0.16424,                 1.8067,                 1.4379,                 1.2198,                0.00307,                0.00307,                0.00307
                     72,                 1.7944,                 1.0315,                 1.0894,                0.51638,                0.40377,                0.36331,                0.16565,                 1.8123,                 1.4323,                 1.2297,               0.002971,               0.002971,               0.002971
                     73,                 1.7828,                 1.0311,                 1.0926,                0.54403,                0.40963,                0.38666,                0.17204,                 1.7447,                 1.3901,                 1.2106,               0.002872,               0.002872,               0.002872
                     74,                 1.7777,                 1.0209,                 1.0871,                0.57524,                0.40419,                0.39777,                0.17725,                 1.7142,                 1.3757,                 1.1846,               0.002773,               0.002773,               0.002773
                     75,                 1.7722,                 1.0234,                  1.087,                0.50359,                0.36448,                0.36357,                0.17023,                 1.7682,                 1.4258,                 1.2103,               0.002674,               0.002674,               0.002674
                     76,                 1.8014,                 1.0266,                 1.0812,                0.62562,                0.36713,                0.38811,                0.17905,                 1.7851,                 1.3309,                 1.2309,               0.002575,               0.002575,               0.002575
                     77,                 1.7433,                  1.009,                 1.1024,                0.50507,                0.42321,                0.39608,                 0.1809,                 1.7507,                 1.4307,                 1.1774,               0.002476,               0.002476,               0.002476
                     78,                 1.7188,                 1.0186,                 1.0975,                0.51289,                0.40218,                0.38227,                0.17664,                 1.7029,                 1.3923,                 1.1571,               0.002377,               0.002377,               0.002377
                     79,                 1.7681,                  1.034,                 1.0891,                 0.6377,                0.32644,                0.36113,                0.16817,                 1.7328,                 1.4704,                  1.179,               0.002278,               0.002278,               0.002278
                     80,                 1.7262,                 1.0112,                 1.0868,                0.63034,                0.33467,                0.37361,                0.17471,                 1.7465,                 1.4094,                 1.2045,               0.002179,               0.002179,               0.002179
                     81,                 1.7376,                 1.0323,                  1.101,                0.62554,                0.37216,                 0.3944,                 0.1794,                 1.6987,                 1.4297,                 1.1683,                0.00208,                0.00208,                0.00208
                     82,                  1.776,                 1.0578,                 1.1069,                0.49321,                0.38614,                 0.3769,                0.17947,                 1.7259,                 1.4221,                 1.1964,               0.001981,               0.001981,               0.001981
                     83,                 1.7504,                 1.0145,                 1.0787,                0.55535,                 0.3815,                0.39199,                0.18286,                  1.701,                 1.4358,                 1.1785,               0.001882,               0.001882,               0.001882
                     84,                 1.7574,                 1.0011,                 1.0773,                0.54184,                0.39784,                 0.4001,                0.18671,                 1.6984,                  1.367,                 1.1756,               0.001783,               0.001783,               0.001783
                     85,                  1.717,                 1.0089,                 1.0981,                0.61833,                0.37376,                0.40452,                0.19099,                 1.7031,                 1.3865,                 1.1807,               0.001684,               0.001684,               0.001684
                     86,                  1.776,                 1.0045,                 1.0691,                 0.5725,                0.39644,                0.39737,                0.18907,                  1.689,                 1.3965,                 1.1728,               0.001585,               0.001585,               0.001585
                     87,                 1.7619,                 1.0001,                 1.0701,                0.61019,                0.39989,                0.41174,                0.19363,                 1.6585,                 1.3435,                 1.1514,               0.001486,               0.001486,               0.001486
                     88,                 1.7394,                 1.0131,                 1.0871,                0.58217,                0.38437,                0.40711,                0.18909,                 1.6851,                 1.3857,                 1.1696,               0.001387,               0.001387,               0.001387
                     89,                 1.7534,                  1.007,                 1.0858,                0.57762,                0.38977,                0.39894,                0.18778,                 1.6846,                 1.3793,                 1.1563,               0.001288,               0.001288,               0.001288
                     90,                 1.7595,                 1.1484,                 1.0961,                0.55962,                0.37617,                0.39459,                0.18387,                 1.6449,                 1.4787,                 1.1622,               0.001189,               0.001189,               0.001189
                     91,                 1.7096,                 1.0754,                 1.0967,                 0.4986,                0.37251,                0.39155,                0.18112,                 1.6819,                 1.5221,                 1.1775,                0.00109,                0.00109,                0.00109
                     92,                 1.6951,                 1.0593,                 1.0909,                  0.553,                0.38583,                0.40966,                0.19033,                 1.6607,                 1.5728,                 1.1547,               0.000991,               0.000991,               0.000991
                     93,                 1.6718,                  1.039,                 1.0793,                0.48439,                0.39426,                0.39089,                0.18574,                 1.6903,                 1.5914,                 1.1799,               0.000892,               0.000892,               0.000892
                     94,                 1.6733,                 1.0236,                 1.0887,                0.46899,                 0.4136,                0.38803,                 0.1863,                 1.6987,                 1.5541,                 1.1878,               0.000793,               0.000793,               0.000793
                     95,                 1.6523,                 1.0028,                 1.0722,                0.46019,                0.40581,                0.38653,                0.18338,                 1.6765,                 1.4319,                 1.1533,               0.000694,               0.000694,               0.000694
                     96,                 1.6407,                 1.0007,                 1.0796,                0.46702,                0.43186,                0.40767,                 0.1921,                 1.6486,                 1.4612,                 1.1484,               0.000595,               0.000595,               0.000595
                     97,                 1.6586,                 1.0111,                 1.0796,                0.45927,                0.40851,                0.40686,                0.19066,                 1.6785,                 1.5176,                 1.1651,               0.000496,               0.000496,               0.000496
                     98,                 1.6665,                  1.062,                 1.0808,                0.46138,                0.40982,                0.40957,                0.19197,                 1.6653,                 1.4798,                 1.1579,               0.000397,               0.000397,               0.000397
                     99,                   1.62,                 1.0046,                 1.0838,                0.55755,                0.36156,                 0.3997,                 0.1871,                 1.6843,                 1.4818,                 1.1706,               0.000298,               0.000298,               0.000298
